Voltage_ch_1 ,Capacity_ch_1, Voltage_dch_1, Capacity_dch_1,Voltage_ch_2,Capacity_ch_2, Voltage_dch_2, Capacity_dch_2,Voltage_ch_3,Capacity_ch_3, Voltage_dch_3, Capacity_dch_3,Voltage_ch_4,Capacity_ch_4, Voltage_dch_4, Capacity_dch_4,Voltage_ch_5,Capacity_ch_5, Voltage_dch_5, Capacity_dch_5,Voltage_ch_6,Capacity_ch_6, Voltage_dch_6, Capacity_dch_6,Voltage_ch_7,Capacity_ch_7, Voltage_dch_7, Capacity_dch_7,Voltage_ch_8,Capacity_ch_8, Voltage_dch_8, Capacity_dch_8,Voltage_ch_9,Capacity_ch_9, Voltage_dch_9, Capacity_dch_9,Voltage_ch_10,Capacity_ch_10, Voltage_dch_10, Capacity_dch_10,Voltage_ch_11,Capacity_ch_11, Voltage_dch_11, Capacity_dch_11,Voltage_ch_12,Capacity_ch_12, Voltage_dch_12, Capacity_dch_12,Voltage_ch_13,Capacity_ch_13, Voltage_dch_13, Capacity_dch_13,Voltage_ch_14,Capacity_ch_14, Voltage_dch_14, Capacity_dch_14,Voltage_ch_15,Capacity_ch_15, Voltage_dch_15, Capacity_dch_15,Voltage_ch_16,Capacity_ch_16, Voltage_dch_16, Capacity_dch_16,Voltage_ch_17,Capacity_ch_17, Voltage_dch_17, Capacity_dch_17,Voltage_ch_18,Capacity_ch_18, Voltage_dch_18, Capacity_dch_18,Voltage_ch_19,Capacity_ch_19, Voltage_dch_19, Capacity_dch_19,Voltage_ch_20,Capacity_ch_20, Voltage_dch_20, Capacity_dch_20,Voltage_ch_21,Capacity_ch_21, Voltage_dch_21, Capacity_dch_21
3.404,5.6345,3.2103,5.6328,3.3891,5.6347,3.2104,5.633,3.3897,5.6349,3.2092,5.6331,3.3903,5.6349,3.2076,5.6332,3.3914,5.6353,3.2067,5.6331,3.3929,5.6354,3.2039,5.633,3.3945,5.6356,3.2005,5.6329,3.4008,5.6357,3.1929,5.6326,3.4031,5.6358,3.1896,5.6326,3.4083,5.6361,3.183,5.6324,3.4088,5.636,3.1819,5.6324,3.412,5.6362,3.1777,5.6322,3.4225,5.6364,3.1636,5.6316,3.4169,5.6363,3.1669,5.632,3.4231,5.6364,3.162,5.6317,3.4441,5.6367,3.1348,5.6307,3.4459,5.6366,3.1314,5.6312,3.4482,5.6365,3.1289,5.6315,3.4735,5.6368,3.0938,5.6305,3.4735,5.6367,3.0961,5.6311,3.4848,5.6367,3.0823,5.6308
3.4049,5.7428,3.2091,5.7412,3.3904,5.743,3.209,5.7413,3.3909,5.7432,3.2078,5.7415,3.3915,5.7432,3.2061,5.7416,3.3925,5.7437,3.2051,5.7414,3.394,5.7438,3.2023,5.7413,3.3956,5.744,3.1989,5.7412,3.4018,5.7441,3.1913,5.7409,3.4042,5.7442,3.188,5.741,3.4094,5.7444,3.1813,5.7407,3.4099,5.7444,3.1802,5.7408,3.4132,5.7446,3.1759,5.7405,3.4237,5.7448,3.1617,5.7399,3.4181,5.7447,3.1649,5.7403,3.4243,5.7448,3.1601,5.74,3.4454,5.7451,3.1326,5.739,3.4474,5.745,3.129,5.7395,3.45,5.7449,3.1263,5.7398,3.4757,5.7452,3.0906,5.7388,3.476,5.7451,3.0925,5.7394,3.4878,5.7451,3.0777,5.7391
3.406,5.8512,3.2079,5.8495,3.3916,5.8514,3.2075,5.8496,3.3922,5.8516,3.2062,5.8498,3.3927,5.8516,3.2046,5.8499,3.3937,5.852,3.2036,5.8497,3.3951,5.8521,3.2007,5.8497,3.3967,5.8523,3.1973,5.8495,3.4029,5.8525,3.1897,5.8492,3.4053,5.8526,3.1863,5.8493,3.4105,5.8528,3.1797,5.849,3.4111,5.8528,3.1784,5.8491,3.4143,5.8529,3.1742,5.8488,3.4249,5.8532,3.1599,5.8482,3.4193,5.8531,3.163,5.8486,3.4256,5.8532,3.1582,5.8483,3.4468,5.8535,3.1304,5.8473,3.449,5.8534,3.1265,5.8477,3.4518,5.8533,3.1235,5.8481,3.4779,5.8536,3.0872,5.8471,3.4787,5.8535,3.0886,5.8477,3.491,5.8535,3.0728,5.8474
3.407,5.9595,3.2066,5.9578,3.3929,5.9598,3.2061,5.9579,3.3934,5.96,3.2047,5.9581,3.3939,5.96,3.203,5.9582,3.3948,5.9604,3.202,5.958,3.3962,5.9605,3.199,5.958,3.3978,5.9607,3.1956,5.9579,3.4041,5.9608,3.1881,5.9575,3.4064,5.961,3.1846,5.9576,3.4117,5.9612,3.1779,5.9573,3.4123,5.9612,3.1766,5.9574,3.4155,5.9613,3.1723,5.9572,3.4261,5.9616,3.158,5.9565,3.4204,5.9615,3.161,5.9569,3.4269,5.9616,3.1561,5.9566,3.4482,5.9619,3.1282,5.9555,3.4506,5.9618,3.1239,5.956,3.4537,5.9617,3.1206,5.9564,3.4802,5.962,3.0835,5.9554,3.4814,5.9619,3.0844,5.956,3.4943,5.9619,3.0674,5.9557
3.408,6.0679,3.2053,6.0661,3.3941,6.0681,3.2045,6.0663,3.3946,6.0683,3.2031,6.0664,3.3951,6.0683,3.2014,6.0666,3.396,6.0688,3.2003,6.0664,3.3974,6.0689,3.1974,6.0663,3.3989,6.0691,3.194,6.0662,3.4053,6.0692,3.1864,6.0659,3.4076,6.0693,3.1829,6.0659,3.4128,6.0696,3.1761,6.0656,3.4135,6.0696,3.1748,6.0657,3.4167,6.0697,3.1705,6.0655,3.4273,6.07,3.1561,6.0647,3.4217,6.0699,3.1589,6.0652,3.4282,6.07,3.154,6.0649,3.4496,6.0703,3.1258,6.0638,3.4522,6.0702,3.1212,6.0643,3.4556,6.07,3.1176,6.0647,3.4826,6.0704,3.0797,6.0636,3.4842,6.0703,3.0799,6.0643,3.4977,6.0703,3.0616,6.0639
3.4091,6.1762,3.2039,6.1745,3.3954,6.1765,3.203,6.1746,3.3959,6.1767,3.2015,6.1748,3.3963,6.1767,3.1998,6.1749,3.3972,6.1771,3.1986,6.1747,3.3985,6.1773,3.1956,6.1747,3.4001,6.1775,3.1922,6.1745,3.4064,6.1776,3.1846,6.1742,3.4088,6.1777,3.1811,6.1742,3.414,6.178,3.1743,6.1739,3.4147,6.1779,3.1729,6.174,3.4179,6.1781,3.1685,6.1738,3.4286,6.1783,3.1541,6.173,3.4229,6.1783,3.1568,6.1735,3.4295,6.1784,3.1519,6.1732,3.451,6.1787,3.1234,6.1721,3.4538,6.1786,3.1185,6.1726,3.4576,6.1784,3.1145,6.173,3.4851,6.1788,3.0756,6.1719,3.4872,6.1787,3.075,6.1725,3.5013,6.1787,3.0552,6.1722
3.4102,6.2846,3.2025,6.2828,3.3966,6.2848,3.2013,6.2829,3.3971,6.2851,3.1998,6.2831,3.3975,6.285,3.198,6.2832,3.3984,6.2855,3.1968,6.283,3.3997,6.2856,3.1938,6.283,3.4013,6.2858,3.1904,6.2828,3.4076,6.286,3.1828,6.2825,3.41,6.2861,3.1792,6.2826,3.4153,6.2864,3.1724,6.2822,3.416,6.2863,3.1709,6.2824,3.4192,6.2865,3.1665,6.2821,3.4298,6.2867,3.152,6.2813,3.4242,6.2867,3.1546,6.2818,3.4308,6.2868,3.1497,6.2815,3.4525,6.2871,3.1209,6.2804,3.4555,6.287,3.1157,6.2809,3.4597,6.2868,3.1113,6.2813,3.4877,6.2872,3.0712,6.2802,3.4904,6.287,3.0697,6.2808,3.5052,6.2871,3.0481,6.2805
3.4113,6.3929,3.2011,6.3911,3.3979,6.3932,3.1997,6.3912,3.3983,6.3934,3.1981,6.3914,3.3987,6.3934,3.1963,6.3916,3.3995,6.3939,3.195,6.3914,3.4009,6.394,3.192,6.3913,3.4025,6.3942,3.1885,6.3911,3.4089,6.3944,3.1809,6.3908,3.4112,6.3945,3.1773,6.3909,3.4165,6.3948,3.1705,6.3906,3.4173,6.3947,3.1689,6.3907,3.4205,6.3949,3.1645,6.3904,3.4311,6.3951,3.1499,6.3896,3.4254,6.395,3.1524,6.3901,3.4321,6.3951,3.1474,6.3898,3.454,6.3955,3.1183,6.3887,3.4573,6.3954,3.1127,6.3892,3.4618,6.3952,3.1079,6.3896,3.4905,6.3956,3.0664,6.3885,3.4937,6.3954,3.064,6.3891,3.5093,6.3955,3.0404,6.3888
3.4124,6.5013,3.1997,6.4994,3.3992,6.5015,3.198,6.4996,3.3996,6.5018,3.1963,6.4998,3.3999,6.5018,3.1944,6.4999,3.4007,6.5022,3.1931,6.4997,3.4021,6.5024,3.19,6.4996,3.4036,6.5026,3.1866,6.4995,3.4101,6.5027,3.1791,6.4991,3.4124,6.5029,3.1753,6.4992,3.4177,6.5031,3.1684,6.4989,3.4186,6.5031,3.1668,6.499,3.4217,6.5033,3.1623,6.4987,3.4324,6.5035,3.1477,6.4979,3.4267,6.5034,3.1501,6.4984,3.4335,6.5035,3.1451,6.4981,3.4555,6.5039,3.1157,6.497,3.4591,6.5038,3.1097,6.4975,3.4641,6.5036,3.1044,6.4979,3.4933,6.504,3.0612,6.4968,3.4971,6.5038,3.0576,6.4974,3.5137,6.5039,3.0318,6.4971
3.4135,6.6097,3.1981,6.6078,3.4004,6.6099,3.1962,6.6079,3.4008,6.6102,3.1945,6.6081,3.4011,6.6101,3.1926,6.6082,3.402,6.6106,3.1912,6.608,3.4033,6.6108,3.1881,6.608,3.4049,6.611,3.1846,6.6078,3.4113,6.6111,3.1771,6.6075,3.4137,6.6113,3.1733,6.6075,3.4189,6.6115,3.1664,6.6072,3.4198,6.6115,3.1647,6.6073,3.423,6.6116,3.1601,6.607,3.4337,6.6119,3.1455,6.6062,3.428,6.6118,3.1477,6.6067,3.4348,6.6119,3.1427,6.6064,3.4571,6.6123,3.1129,6.6052,3.461,6.6122,3.1065,6.6058,3.4664,6.612,3.1007,6.6062,3.4964,6.6125,3.0556,6.605,3.5008,6.6122,3.0507,6.6057,3.5186,6.6123,3.0224,6.6054
3.4145,6.718,3.1966,6.7161,3.4016,6.7183,3.1943,6.7162,3.402,6.7185,3.1926,6.7164,3.4023,6.7185,3.1906,6.7165,3.4031,6.719,3.1892,6.7164,3.4045,6.7191,3.186,6.7163,3.406,6.7194,3.1825,6.7161,3.4125,6.7195,3.175,6.7158,3.4149,6.7196,3.1712,6.7158,3.4202,6.7199,3.1642,6.7155,3.4211,6.7199,3.1624,6.7156,3.4243,6.72,3.1579,6.7153,3.435,6.7203,3.1431,6.7145,3.4293,6.7202,3.1452,6.715,3.4363,6.7203,3.1402,6.7147,3.4588,6.7207,3.11,6.7135,3.463,6.7206,3.1032,6.7141,3.4689,6.7204,3.0967,6.7144,3.4997,6.7209,3.0495,6.7133,3.5048,6.7206,3.0431,6.714,3.5241,6.7207,3.0121,6.7136
3.4156,6.8264,3.1949,6.8244,3.4027,6.8266,3.1924,6.8245,3.4031,6.8269,3.1906,6.8248,3.4035,6.8268,3.1886,6.8249,3.4043,6.8274,3.1871,6.8247,3.4057,6.8275,3.1839,6.8246,3.4072,6.8277,3.1803,6.8244,3.4138,6.8279,3.1729,6.8241,3.4161,6.828,3.169,6.8242,3.4214,6.8283,3.162,6.8238,3.4224,6.8283,3.1601,6.8239,3.4256,6.8284,3.1555,6.8236,3.4364,6.8287,3.1407,6.8228,3.4306,6.8286,3.1427,6.8233,3.4378,6.8287,3.1376,6.823,3.4605,6.8291,3.1071,6.8218,3.4651,6.829,3.0997,6.8224,3.4715,6.8288,3.0924,6.8227,3.5031,6.8293,3.0429,6.8216,3.5091,6.829,3.0347,6.8223,3.5301,6.8291,3.0006,6.8219
3.4167,6.9347,3.1933,6.9327,3.4038,6.935,3.1905,6.9329,3.4042,6.9353,3.1886,6.9331,3.4046,6.9352,3.1865,6.9332,3.4054,6.9357,3.1849,6.933,3.4068,6.9359,3.1817,6.933,3.4084,6.9361,3.1781,6.9328,3.4149,6.9363,3.1707,6.9324,3.4173,6.9364,3.1667,6.9325,3.4226,6.9367,3.1597,6.9321,3.4237,6.9366,3.1578,6.9323,3.4269,6.9368,3.1531,6.9319,3.4377,6.9371,3.1382,6.9311,3.432,6.937,3.14,6.9316,3.4392,6.9371,3.1349,6.9313,3.4622,6.9375,3.104,6.9301,3.4673,6.9374,3.0961,6.9307,3.4742,6.9372,3.0879,6.931,3.5069,6.9377,3.0357,6.9299,3.5138,6.9374,3.0254,6.9306,3.5371,6.9375,2.9881,6.9302
3.4177,7.0431,3.1916,7.0411,3.4049,7.0433,3.1884,7.0412,3.4053,7.0436,3.1864,7.0414,3.4057,7.0436,3.1843,7.0415,3.4065,7.0441,3.1827,7.0413,3.408,7.0442,3.1795,7.0413,3.4095,7.0445,3.1758,7.0411,3.4162,7.0446,3.1684,7.0407,3.4185,7.0448,3.1643,7.0408,3.4239,7.0451,3.1573,7.0404,3.4251,7.045,3.1553,7.0406,3.4283,7.0452,3.1506,7.0402,3.4391,7.0455,3.1356,7.0394,3.4334,7.0454,3.1373,7.0399,3.4408,7.0455,3.1321,7.0396,3.4641,7.0459,3.1008,7.0384,3.4696,7.0458,3.0923,7.039,3.4771,7.0456,3.083,7.0393,3.5109,7.0461,3.0278,7.0382,3.5191,7.0458,3.0153,7.0389,3.545,7.0459,2.9744,7.0385
3.4187,7.1514,3.1898,7.1494,3.4059,7.1517,3.1864,7.1495,3.4063,7.152,3.1842,7.1497,3.4068,7.1519,3.182,7.1499,3.4076,7.1525,3.1803,7.1497,3.4091,7.1526,3.1771,7.1496,3.4106,7.1529,3.1735,7.1494,3.4174,7.153,3.166,7.1491,3.4198,7.1532,3.1619,7.1491,3.4251,7.1535,3.1548,7.1488,3.4264,7.1534,3.1528,7.1489,3.4296,7.1536,3.148,7.1486,3.4405,7.1539,3.1329,7.1477,3.4349,7.1538,3.1345,7.1482,3.4424,7.1539,3.1293,7.1479,3.466,7.1543,3.0974,7.1467,3.472,7.1542,3.0882,7.1472,3.4802,7.154,3.0775,7.1476,3.5153,7.1545,3.0192,7.1464,3.525,7.1542,3.0042,7.1472,3.5543,7.1543,2.9594,7.1468
3.4197,7.2598,3.188,7.2577,3.4069,7.2601,3.1842,7.2578,3.4073,7.2603,3.1819,7.2581,3.4078,7.2603,3.1797,7.2582,3.4087,7.2608,3.178,7.258,3.4102,7.261,3.1747,7.2579,3.4118,7.2612,3.171,7.2577,3.4186,7.2614,3.1636,7.2574,3.421,7.2615,3.1594,7.2574,3.4264,7.2619,3.1523,7.2571,3.4277,7.2618,3.1501,7.2572,3.4311,7.262,3.1453,7.2569,3.442,7.2623,3.1301,7.256,3.4364,7.2622,3.1315,7.2565,3.4442,7.2623,3.1263,7.2562,3.468,7.2627,3.0939,7.2549,3.4746,7.2625,3.0838,7.2555,3.4836,7.2624,3.0714,7.2559,3.52,7.2629,3.0097,7.2547,3.5317,7.2626,2.9919,7.2554,3.5652,7.2627,2.943,7.2551
3.4208,7.3681,3.1862,7.366,3.4079,7.3684,3.1819,7.3662,3.4084,7.3687,3.1796,7.3664,3.4089,7.3687,3.1772,7.3665,3.4098,7.3692,3.1755,7.3663,3.4113,7.3694,3.1722,7.3663,3.413,7.3696,3.1685,7.3661,3.4198,7.3698,3.161,7.3657,3.4222,7.3699,3.1568,7.3658,3.4277,7.3702,3.1496,7.3654,3.4291,7.3702,3.1474,7.3655,3.4325,7.3704,3.1425,7.3652,3.4436,7.3707,3.1272,7.3643,3.438,7.3706,3.1285,7.3648,3.446,7.3707,3.1232,7.3645,3.4701,7.3711,3.0901,7.3632,3.4774,7.3709,3.079,7.3638,3.4872,7.3708,3.0647,7.3642,3.5254,7.3713,2.9994,7.363,3.5395,7.371,2.9786,7.3637,3.5779,7.3711,2.925,7.3634
3.4217,7.4765,3.1843,7.4744,3.4089,7.4768,3.1796,7.4745,3.4093,7.4771,3.1771,7.4747,3.4099,7.477,3.1747,7.4749,3.4108,7.4776,3.1729,7.4747,3.4124,7.4777,3.1695,7.4746,3.4141,7.478,3.1658,7.4744,3.4211,7.4781,3.1584,7.474,3.4235,7.4783,3.154,7.4741,3.429,7.4786,3.1468,7.4737,3.4306,7.4786,3.1445,7.4739,3.434,7.4787,3.1396,7.4735,3.4452,7.4791,3.1242,7.4726,3.4396,7.4789,3.1254,7.4731,3.4479,7.4791,3.12,7.4728,3.4724,7.4795,3.0862,7.4715,3.4803,7.4793,3.0738,7.4721,3.4911,7.4792,3.0572,7.4725,3.5313,7.4797,2.9882,7.4713,3.5484,7.4794,2.9641,7.472,3.5926,7.4795,2.9054,7.4716
3.4227,7.5849,3.1824,7.5827,3.4099,7.5851,3.1772,7.5828,3.4103,7.5854,3.1746,7.5831,3.4109,7.5854,3.1721,7.5832,3.4119,7.586,3.1702,7.583,3.4135,7.5861,3.1668,7.5829,3.4153,7.5864,3.163,7.5827,3.4224,7.5865,3.1556,7.5823,3.4249,7.5867,3.1511,7.5824,3.4304,7.587,3.1439,7.582,3.432,7.587,3.1415,7.5822,3.4356,7.5871,3.1366,7.5818,3.4468,7.5875,3.121,7.5809,3.4414,7.5873,3.1221,7.5814,3.4499,7.5874,3.1168,7.5811,3.4748,7.5879,3.082,7.5798,3.4835,7.5877,3.068,7.5804,3.4955,7.5876,3.0489,7.5808,3.5381,7.5881,2.976,7.5796,3.5589,7.5878,2.9482,7.5803,3.6095,7.5879,2.8836,7.5799
3.4238,7.6932,3.1803,7.691,3.4108,7.6935,3.1747,7.6912,3.4114,7.6938,3.1719,7.6914,3.412,7.6937,3.1694,7.6915,3.4129,7.6943,3.1674,7.6913,3.4146,7.6945,3.164,7.6913,3.4165,7.6947,3.1601,7.691,3.4237,7.6949,3.1528,7.6907,3.4262,7.6951,3.1482,7.6907,3.4318,7.6954,3.1409,7.6903,3.4335,7.6953,3.1384,7.6905,3.4372,7.6955,3.1335,7.6901,3.4486,7.6958,3.1178,7.6892,3.4431,7.6957,3.1188,7.6897,3.4519,7.6958,3.1134,7.6894,3.4774,7.6963,3.0774,7.6881,3.4869,7.6961,3.0616,7.6887,3.5003,7.696,3.0396,7.6891,3.5458,7.6965,2.9626,7.6878,3.5711,7.6962,2.931,7.6886,3.6289,7.6963,2.8592,7.6882
3.4248,7.8016,3.1782,7.7993,3.4118,7.8019,3.172,7.7995,3.4124,7.8022,3.1692,7.7997,3.413,7.8021,3.1665,7.7999,3.414,7.8027,3.1645,7.7996,3.4158,7.8028,3.161,7.7996,3.4177,7.8031,3.1571,7.7994,3.425,7.8033,3.1498,7.799,3.4276,7.8034,3.1451,7.799,3.4333,7.8038,3.1377,7.7986,3.4351,7.8037,3.1352,7.7988,3.4389,7.8039,3.1302,7.7984,3.4504,7.8042,3.1144,7.7975,3.4451,7.8041,3.1154,7.7981,3.454,7.8042,3.1099,7.7977,3.4801,7.8047,3.0725,7.7964,3.4906,7.8045,3.0546,7.797,3.5058,7.8043,3.0294,7.7974,3.5548,7.8049,2.9479,7.7961,3.5851,7.8046,2.9121,7.7969,3.6511,7.8047,2.8308,7.7965
3.4259,7.9099,3.1761,7.9077,3.4128,7.9102,3.1693,7.9078,3.4133,7.9105,3.1663,7.908,3.4141,7.9105,3.1635,7.9082,3.4152,7.9111,3.1614,7.908,3.4169,7.9112,3.1579,7.9079,3.4189,7.9115,3.1539,7.9077,3.4264,7.9117,3.1466,7.9073,3.429,7.9118,3.1418,7.9074,3.4348,7.9122,3.1345,7.907,3.4368,7.9121,3.1319,7.9071,3.4406,7.9123,3.1268,7.9067,3.4522,7.9126,3.1109,7.9058,3.447,7.9125,3.1118,7.9064,3.4563,7.9126,3.1062,7.906,3.483,7.9131,3.0671,7.9046,3.4946,7.9129,3.0468,7.9053,3.5121,7.9127,3.0182,7.9057,3.5652,7.9133,2.9319,7.9044,3.6012,7.913,2.8914,7.9052,3.6761,7.9131,2.7967,7.9048
3.4269,8.0183,3.1739,8.016,3.4138,8.0186,3.1665,8.0161,3.4144,8.0189,3.1632,8.0164,3.4153,8.0188,3.1604,8.0165,3.4163,8.0194,3.1582,8.0163,3.4181,8.0196,3.1546,8.0162,3.4202,8.0199,3.1506,8.016,3.4278,8.02,3.1434,8.0156,3.4304,8.0202,3.1384,8.0157,3.4364,8.0205,3.1311,8.0153,3.4385,8.0205,3.1284,8.0154,3.4424,8.0207,3.1234,8.015,3.4542,8.021,3.1073,8.0141,3.4491,8.0209,3.1081,8.0147,3.4586,8.021,3.1023,8.0143,3.4861,8.0215,3.0612,8.0129,3.4991,8.0213,3.0382,8.0136,3.5194,8.0211,3.0059,8.014,3.5773,8.0217,2.9144,8.0127,3.6194,8.0214,2.8683,8.0135,3.704,8.0215,2.7535,8.0131
3.428,8.1266,3.1716,8.1243,3.4148,8.1269,3.1634,8.1245,3.4154,8.1273,3.16,8.1247,3.4163,8.1272,3.1571,8.1249,3.4175,8.1278,3.1548,8.1246,3.4193,8.1279,3.1512,8.1246,3.4214,8.1283,3.1471,8.1243,3.4292,8.1284,3.14,8.124,3.432,8.1286,3.135,8.124,3.438,8.1289,3.1276,8.1236,3.4403,8.1289,3.1249,8.1238,3.4443,8.1291,3.1198,8.1233,3.4564,8.1294,3.1035,8.1224,3.4513,8.1293,3.1042,8.123,3.4611,8.1294,3.0981,8.1226,3.4894,8.1299,3.0548,8.1212,3.5042,8.1297,3.0287,8.1219,3.5278,8.1295,2.9926,8.1223,3.5911,8.1301,2.8951,8.121,3.64,8.1298,2.8421,8.1218,3.7352,8.1299,2.6949,8.1213
3.4292,8.235,3.1691,8.2326,3.4158,8.2353,3.1603,8.2328,3.4165,8.2356,3.1567,8.233,3.4175,8.2356,3.1536,8.2332,3.4186,8.2362,3.1512,8.233,3.4206,8.2363,3.1476,8.2329,3.4227,8.2366,3.1435,8.2327,3.4308,8.2368,3.1365,8.2323,3.4335,8.237,3.1314,8.2323,3.4397,8.2373,3.1241,8.2319,3.4421,8.2373,3.1213,8.2321,3.4463,8.2375,3.1162,8.2317,3.4585,8.2378,3.0996,8.2307,3.4537,8.2377,3.1001,8.2313,3.4637,8.2378,3.0935,8.2309,3.493,8.2383,3.0478,8.2295,3.51,8.2381,3.0183,8.2302,3.5377,8.2379,2.9782,8.2306,3.607,8.2385,2.8737,8.2292,3.6631,8.2382,2.8112,8.2301,3.7713,8.2383,2.6087,8.2296
3.4304,8.3433,3.1667,8.341,3.4169,8.3436,3.1569,8.3411,3.4176,8.344,3.1532,8.3414,3.4186,8.3439,3.15,8.3415,3.4198,8.3445,3.1475,8.3413,3.4219,8.3447,3.1438,8.3412,3.4241,8.345,3.1397,8.341,3.4323,8.3452,3.1328,8.3406,3.4351,8.3453,3.1278,8.3406,3.4414,8.3457,3.1205,8.3402,3.4441,8.3456,3.1177,8.3404,3.4484,8.3458,3.1125,8.34,3.4609,8.3462,3.0953,8.339,3.4561,8.3461,3.0956,8.3396,3.4665,8.3462,3.0885,8.3392,3.497,8.3467,3.0401,8.3378,3.5166,8.3465,3.0068,8.3385,3.5491,8.3463,2.9627,8.3389,3.6252,8.3469,2.8493,8.3375,3.6888,8.3466,2.7734,8.3383,3.8172,8.3467,2.4632,8.3379
3.4317,8.4517,3.1641,8.4493,3.418,8.452,3.1535,8.4494,3.4188,8.4523,3.1495,8.4497,3.4198,8.4523,3.1462,8.4498,3.4211,8.4529,3.1436,8.4496,3.4232,8.4531,3.14,8.4496,3.4255,8.4534,3.136,8.4493,3.4339,8.4535,3.1292,8.4489,3.4369,8.4537,3.1242,8.449,3.4433,8.4541,3.1168,8.4485,3.4461,8.454,3.114,8.4487,3.4506,8.4542,3.1086,8.4483,3.4634,8.4546,3.0907,8.4473,3.4587,8.4545,3.0907,8.4479,3.4695,8.4546,3.0829,8.4475,3.5013,8.4551,3.0316,8.4461,3.5243,8.4549,2.9944,8.4467,3.5621,8.4547,2.946,8.4472,3.6461,8.4553,2.8208,8.4458,3.7172,8.455,2.7242,8.4466,3.8819,8.4551,2.1168,8.4462
3.433,8.56,3.1614,8.5576,3.4191,8.5604,3.1498,8.5578,3.4199,8.5607,3.1456,8.558,3.4211,8.5607,3.1423,8.5582,3.4224,8.5613,3.1397,8.558,3.4246,8.5614,3.1363,8.5579,3.427,8.5618,3.1324,8.5576,3.4355,8.5619,3.1255,8.5572,3.4387,8.5621,3.1206,8.5573,3.4453,8.5625,3.113,8.5569,3.4483,8.5624,3.11,8.557,3.4529,8.5626,3.1044,8.5566,3.4661,8.563,3.0857,8.5556,3.4615,8.5628,3.0852,8.5562,3.4726,8.563,3.0766,8.5558,3.5062,8.5635,3.0224,8.5543,3.5331,8.5633,2.9808,8.555,3.5767,8.5631,2.9279,8.5555,3.67,8.5637,2.7866,8.5541,3.7484,8.5634,2.6561,8.5549,3.9002,8.4796,1.999,8.4653
3.4343,8.6684,3.1586,8.6659,3.4202,8.6687,3.146,8.6661,3.4211,8.6691,3.1416,8.6664,3.4224,8.669,3.1383,8.6665,3.4237,8.6696,3.136,8.6663,3.426,8.6698,3.1326,8.6662,3.4285,8.6701,3.1288,8.666,3.4372,8.6703,3.1218,8.6656,3.4405,8.6705,3.1168,8.6656,3.4474,8.6709,3.1091,8.6652,3.4504,8.6708,3.1058,8.6654,3.4553,8.671,3.0998,8.6649,3.4689,8.6714,3.0802,8.6639,3.4646,8.6712,3.0791,8.6645,3.4761,8.6714,3.0696,8.6641,3.5117,8.6718,3.0123,8.6626,3.5433,8.6717,2.9662,8.6633,3.5932,8.6715,2.9083,8.6638,3.6971,8.6721,2.7436,8.6624,3.7842,8.6718,2.5537,8.6632,,,,
3.4357,8.7768,3.1555,8.7743,3.4214,8.7771,3.142,8.7744,3.4224,8.7774,3.1375,8.7747,3.4237,8.7774,3.1345,8.7748,3.4251,8.778,3.1324,8.7746,3.4275,8.7782,3.1292,8.7745,3.4301,8.7785,3.1253,8.7743,3.439,8.7787,3.1181,8.7739,3.4425,8.7789,3.1129,8.7739,3.4495,8.7792,3.1049,8.7735,3.4528,8.7792,3.1013,8.7737,3.4579,8.7794,3.0948,8.7732,3.4721,8.7798,3.074,8.7722,3.4679,8.7796,3.0723,8.7728,3.48,8.7797,3.0617,8.7724,3.5179,8.7802,3.0013,8.7709,3.5548,8.7801,2.9503,8.7716,3.6119,8.7799,2.8869,8.7721,3.7278,8.7805,2.6871,8.7706,3.8306,8.7802,2.3705,8.7715,,,,
3.4372,8.8851,3.1524,8.8826,3.4226,8.8854,3.1377,8.8827,3.4237,8.8858,3.1336,8.883,3.4251,8.8857,3.1309,8.8832,3.4266,8.8864,3.129,8.8829,3.4291,8.8865,3.1257,8.8829,3.4318,8.8869,3.1217,8.8826,3.4408,8.8871,3.1141,8.8822,3.4445,8.8873,3.1088,8.8822,3.4518,8.8876,3.1003,8.8818,3.4553,8.8876,3.0963,8.882,3.4607,8.8878,3.0892,8.8815,3.4754,8.8882,3.0672,8.8805,3.4716,8.888,3.0645,8.8811,3.4843,8.8881,3.0529,8.8807,3.525,8.8886,2.9893,8.8792,3.5679,8.8885,2.9331,8.8799,3.633,8.8883,2.8633,8.8804,3.7617,8.8889,2.609,8.8789,3.9003,8.8879,1.9991,8.8621,,,,
3.4387,8.9935,3.1491,8.9909,3.4239,8.9938,3.1335,8.9911,3.4251,8.9942,3.13,8.9913,3.4265,8.9941,3.1275,8.9915,3.4281,8.9948,3.1256,8.9913,3.4307,8.9949,3.1222,8.9912,3.4335,8.9953,3.1179,8.9909,3.4428,8.9954,3.11,8.9905,3.4467,8.9956,3.1043,8.9906,3.4543,8.996,3.0953,8.9901,3.458,8.9959,3.0906,8.9903,3.4637,8.9962,3.0828,8.9898,3.4791,8.9965,3.0595,8.9888,3.4757,8.9964,3.0557,8.9894,3.4893,8.9965,3.043,8.989,3.5332,8.997,2.9763,8.9875,3.5824,8.9969,2.9143,8.9882,3.6565,8.9967,2.8371,8.9887,3.7997,8.9973,2.4906,8.9872,,,,,,,,
